ZIP_CODE,LATITUDE,LONGTITUDE,PONAME,COLOR
11560,37.506892,126.9115881,____,1E6CD6
11590,37.5130534,126.9370183,___,34EA0C
11590,37.5135009,126.9439599,___,34EA0C
11620,37.482124,126.942215,___,E616F2
11620,37.4706278,126.9370164,___,E616F2
11620,37.4842471,126.9497412,___,E616F2
11305,37.6161516,127.0338183,___,F27616
11740,37.5294042,127.1248631,___,3616F2
11620,37.4816297,126.9273643,___,E616F2
11440,37.5686621,126.9090394,___,FC00F0
11440,37.5471337,126.9456719,___,FC00F0
11440,37.5634308,126.9079052,___,FC00F0
11440,37.5783378,126.8947559,___,FC00F0
11440,37.5552778,126.9056795,___,FC00F0
11440,37.5645337,126.9220233,___,FC00F0
11440,37.5477864,126.9319485,___,FC00F0
11440,37.5495206,126.9057197,___,FC00F0
11650,37.4836277,127.0125129,___,16F22D
11650,37.4797582,126.9855575,___,16F22D
11650,37.4941072,126.9888342,___,16F22D
11650,37.4921315,127.0250676,___,16F22D
11650,37.4844934,127.0360974,___,16F22D
11215,37.5478164,127.1077836,___,F28116
11215,37.5400088,127.097878,___,F28116
11290,37.6077033,127.0342846,___,A66FCB
11290,37.5939717,127.0365377,___,A66FCB
11290,37.5953148,127.0345174,___,A66FCB
11290,37.6126637,127.0008069,___,A66FCB
11290,37.6108203,127.0356968,___,A66FCB
11320,37.6529275,127.0492847,___,F2B416
11320,37.6534405,127.0464369,___,F2B416
11320,37.6588004,127.0415238,___,F2B416
11650,37.4758555,127.0448208,___,16F22D
11650,37.4860342,126.9826579,___,16F22D
11650,37.4953994,127.0136642,___,16F22D
11650,37.483089,127.0360585,___,16F22D
11650,37.5106344,127.0210731,___,16F22D
11650,37.4831636,127.0211491,___,16F22D
11560,37.5245979,126.8889834,____,1E6CD6
11740,37.5386552,127.1313829,___,3616F2
11440,37.5465452,126.9395013,___,FC00F0
11470,37.5324302,126.8684058,___,6323DB
11710,37.5328436,126.8761651,___,DB3323
11470,37.524687,126.8401158,___,6323DB
11470,37.5301707,126.8724136,___,6323DB
11470,37.5214963,126.8470391,___,6323DB
11470,37.5445102,126.8623777,___,6323DB
11560,37.5262008,126.907719,____,1E6CD6
11470,37.5307353,126.8755057,___,6323DB
11470,37.5187402,126.8479947,___,6323DB
11470,37.5320451,126.8322626,___,6323DB
11470,37.5221622,126.8639826,___,6323DB
11470,37.541563,126.8294053,___,6323DB
11470,37.519159,126.8695455,___,6323DB
11560,37.5260528,126.9073145,____,1E6CD6
11560,37.5276761,126.9095809,____,1E6CD6
11560,37.5253772,126.8893078,____,1E6CD6
11560,37.5264021,126.8961488,____,1E6CD6
11560,37.5253777,126.8926441,____,1E6CD6
11470,37.5176014,126.8659228,___,6323DB
11560,37.5254372,126.8866413,____,1E6CD6
11560,37.5259871,126.9011927,____,1E6CD6
11560,37.4954656,126.90587,____,1E6CD6
11560,37.5258688,126.8888291,____,1E6CD6
11560,37.489654,126.9045446,____,1E6CD6
11560,37.4927453,126.8982834,____,1E6CD6
11560,37.4937411,126.8977891,____,1E6CD6
11560,37.4982961,126.8980564,____,1E6CD6
11560,37.5016703,126.8959905,____,1E6CD6
11560,37.5094891,126.896034,____,1E6CD6
11560,37.5136198,126.8994831,____,1E6CD6
11560,37.5133173,126.8990653,____,1E6CD6
11560,37.5170983,126.8995464,____,1E6CD6
11560,37.5188704,126.8940144,____,1E6CD6
11560,37.5169334,126.8901601,____,1E6CD6
11560,37.5196968,126.8943866,____,1E6CD6
11560,37.5104397,126.9222096,____,1E6CD6
11560,37.5171664,126.9162953,____,1E6CD6
11560,37.5134177,126.9142362,____,1E6CD6
11560,37.5005721,126.9063437,____,1E6CD6
11560,37.510995,126.9214142,____,1E6CD6
11560,37.5073531,126.9078011,____,1E6CD6
11560,37.5084572,126.9112861,____,1E6CD6
11560,37.5269931,126.8900308,____,1E6CD6
11560,37.4984319,126.9079849,____,1E6CD6
11560,37.5271994,126.8891469,____,1E6CD6
11590,37.4912461,126.9088675,___,34EA0C
11380,37.5822917,126.8958564,___,16F277
11215,37.5301036,127.0690793,___,F28116
11380,37.5831193,126.895877,___,16F277
11650,37.4948563,127.0205458,___,16F22D
11650,37.4965614,127.0133197,___,16F22D
11650,37.4966183,127.0135904,___,16F22D
11650,37.4824332,127.012683,___,16F22D
11560,37.5111844,126.9214394,____,1E6CD6
11650,37.5112533,127.020614,___,16F22D
11650,37.4705403,127.0251021,___,16F22D
11650,37.4825275,127.0050895,___,16F22D
11650,37.4933217,127.0114387,___,16F22D
11650,37.5009658,127.0250954,___,16F22D
11650,37.4966627,127.0257647,___,16F22D
11650,37.5031541,127.0245779,___,16F22D
11650,37.4779143,126.9996979,___,16F22D
11650,37.487954,127.0320031,___,16F22D
11650,37.4867107,126.9827186,___,16F22D
11650,37.477687,127.0439426,___,16F22D
11650,37.4792256,127.0000855,___,16F22D
11650,37.4943554,127.0170814,___,16F22D
11650,37.4886638,127.0087513,___,16F22D
11650,37.4945091,127.0282784,___,16F22D
11650,37.4941927,127.0092565,___,16F22D
11650,37.4953354,127.0147747,___,16F22D
11650,37.4774467,127.0440537,___,16F22D
11650,37.4946934,127.0137269,___,16F22D
11650,37.4934107,127.0167827,___,16F22D
11650,37.4956095,127.0135421,___,16F22D
11620,37.4815052,126.9142252,___,E616F2
11560,37.50298,126.8993028,____,1E6CD6
11560,37.5165775,126.8881164,____,1E6CD6
11620,37.48202,126.9494413,___,E616F2
11650,37.4990182,126.9996323,___,16F22D
11650,37.4857645,127.0290923,___,16F22D
11650,37.501432,127.0024659,___,16F22D
11380,37.5929954,126.91762,___,16F277
11380,37.5869472,126.9160506,___,16F277
11380,37.5880496,126.916315,___,16F277
11710,37.5568722,127.1246742,___,DB3323
11380,37.5867433,126.9206103,___,16F277
11380,37.5994641,126.9256321,___,16F277
11380,37.6004545,126.9267766,___,16F277
11380,37.5996981,126.9263954,___,16F277
11380,37.5890063,126.9153951,___,16F277
11560,37.5347616,126.9151172,____,1E6CD6
11410,37.5707282,126.9613448,____,194C67
11500,37.5636666,126.8509283,___,A816F2
11500,37.5635468,126.8512569,___,A816F2
11500,37.5632566,126.8527695,___,A816F2
11500,37.5639927,126.8141574,___,A816F2
11500,37.5567786,126.8451741,___,A816F2
11500,37.557533,126.8445176,___,A816F2
11500,37.5573179,126.8374907,___,A816F2
11620,37.4823729,126.9411184,___,E616F2
11500,37.5510467,126.8357834,___,A816F2
11500,37.5604491,126.8556817,___,A816F2
11500,37.5663347,126.8410789,___,A816F2
11500,37.5595335,126.8572525,___,A816F2
11500,37.5591566,126.8575834,___,A816F2
11560,37.5326215,126.8971866,____,1E6CD6
11560,37.5277895,126.8982907,____,1E6CD6
11560,37.5310183,126.8965118,____,1E6CD6
11560,37.5320787,126.905044,____,1E6CD6
11560,37.5322311,126.9046483,____,1E6CD6
11560,37.5319193,126.9011442,____,1E6CD6
11560,37.5338421,126.9009588,____,1E6CD6
11440,37.5613666,126.891306,___,FC00F0
11560,37.5348955,126.8994269,____,1E6CD6
11560,37.5294952,126.9029262,____,1E6CD6
11560,37.532723,126.9048661,____,1E6CD6
11650,37.5120291,127.0055855,___,16F22D
11110,37.5642235,126.9853494,___,A65AFF
11110,37.5638684,126.9836962,___,A65AFF
11110,37.5652087,126.9865314,___,A65AFF
11110,37.564332,127.0165332,___,A65AFF
11110,37.5622829,126.973334,___,A65AFF
11110,37.5556884,126.9754197,___,A65AFF
11110,37.5662671,126.9963179,___,A65AFF
11110,37.5649823,126.9860924,___,A65AFF
11110,37.5596084,126.9965285,___,A65AFF
11110,37.561143,126.9953747,___,A65AFF
11110,37.5614945,126.9880911,___,A65AFF
11560,37.5124535,126.9248691,____,1E6CD6
11560,37.5126238,126.9239693,____,1E6CD6
11560,37.5143411,126.9261804,____,1E6CD6
11560,37.5135729,126.9267648,____,1E6CD6
11560,37.5138034,126.9266747,____,1E6CD6
11560,37.5172147,126.8837416,____,1E6CD6
11560,37.5202042,126.8888069,____,1E6CD6
11560,37.4996171,126.9083423,____,1E6CD6
11560,37.5130645,126.9224576,____,1E6CD6
11560,37.5045377,126.920513,____,1E6CD6
11560,37.5052993,126.9220177,____,1E6CD6
11560,37.5051836,126.9208494,____,1E6CD6
11560,37.5087137,126.9066199,____,1E6CD6
11470,37.5218752,126.83474,___,6323DB
11470,37.5336317,126.8291153,___,6323DB
11560,37.5169051,126.930261,____,1E6CD6
11440,37.5502669,126.9155593,___,FC00F0
11440,37.5500232,126.9597827,___,FC00F0
11440,37.5651205,126.8983275,___,FC00F0
11440,37.5570402,126.9602302,___,FC00F0
11440,37.5496532,126.9557581,___,FC00F0
11380,37.5814733,126.8970969,___,16F277
11380,37.5985724,126.9104404,___,16F277
11380,37.5985063,126.9140299,___,16F277
11380,37.6017148,126.9104944,___,16F277
11215,37.530247,127.0691324,___,F28116
11215,37.5455724,127.1040295,___,F28116
11215,37.5399698,127.0834985,___,F28116
11215,37.5382982,127.0837044,___,F28116
11215,37.5446631,127.0866173,___,F28116
11215,37.5376195,127.0863893,___,F28116
11440,37.5432387,126.9497811,___,FC00F0
11215,37.5504524,127.0910136,___,F28116
11215,37.5506384,127.0914731,___,F28116
11215,37.5387937,127.0911461,___,F28116
11215,37.5451997,127.0798289,___,F28116
11215,37.5382848,127.0773771,___,F28116
11215,37.5340863,127.0761989,___,F28116
11215,37.5381043,127.0830735,___,F28116
11215,37.5315787,127.0839434,___,F28116
11215,37.5288436,127.0828893,___,F28116
11215,37.5363933,127.0852537,___,F28116
11215,37.5364889,127.0844991,___,F28116
11215,37.5368189,127.0764697,___,F28116
11215,37.5400524,127.0696025,___,F28116
11215,37.5323785,127.0667807,___,F28116
11215,37.5367501,127.0617222,___,F28116
11215,37.5641767,127.0805289,___,F28116
11215,37.5636677,127.0811257,___,F28116
11215,37.5547764,127.0882078,___,F28116
11215,37.559095,127.0808638,___,F28116
11215,37.5682534,127.0859093,___,F28116
11215,37.5684355,127.0828192,___,F28116
11215,37.5684486,127.0825362,___,F28116
11215,37.5584903,127.0889857,___,F28116
11215,37.5556173,127.0886645,___,F28116
11215,37.5416323,127.0664006,___,F28116
11215,37.5639464,127.0812835,___,F28116
11560,37.5271933,126.895658,____,1E6CD6
11560,37.4980756,126.8989146,____,1E6CD6
11560,37.4948206,126.8994677,____,1E6CD6
11560,37.4958415,126.8992028,____,1E6CD6
11560,37.4955589,126.8992821,____,1E6CD6
11560,37.4993725,126.9098612,____,1E6CD6
11590,37.4996589,126.9243145,___,34EA0C
11380,37.6136792,126.9125699,___,16F277
11380,37.6226688,126.927577,___,16F277
11380,37.5909904,126.9176932,___,16F277
11380,37.6133107,126.9263561,___,16F277
11380,37.6095872,126.9323841,___,16F277
11380,37.6102939,126.9346147,___,16F277
11380,37.6089964,126.9325275,___,16F277
11560,37.5071203,126.9116276,____,1E6CD6
11560,37.501637,126.9052651,____,1E6CD6
11380,37.605555,126.9336709,___,16F277
11380,37.5850604,126.8993211,___,16F277
11590,37.5000897,126.9212011,___,34EA0C
11380,37.6026987,126.9318053,___,16F277
11380,37.6319723,126.9303611,___,16F277
11380,37.6033707,126.9114259,___,16F277
11380,37.6248731,126.9186559,___,16F277
11590,37.51408,126.9448601,___,34EA0C
11590,37.4999288,126.9299207,___,34EA0C
11590,37.5117471,126.9317553,___,34EA0C
11590,37.504689,126.9227708,___,34EA0C
11590,37.5092926,126.9323782,___,34EA0C
11590,37.4839034,126.981562,___,34EA0C
11710,37.4984883,127.1233722,___,DB3323
11560,37.5241198,126.9273411,____,1E6CD6
11560,37.5240363,126.9260584,____,1E6CD6
11560,37.5234722,126.9254562,____,1E6CD6
11560,37.5255653,126.9164203,____,1E6CD6
11215,37.5579347,127.0885697,___,F28116
11305,37.6413945,127.0297078,___,F27616
11305,37.6202025,127.0187468,___,F27616
11305,37.6256481,127.0269202,___,F27616
11440,37.556023,126.9234474,___,FC00F0
11440,37.5474631,126.9531646,___,FC00F0
11440,37.5583009,126.9251477,___,FC00F0
11440,37.5552433,126.9211099,___,FC00F0
11440,37.5479784,126.9411241,___,FC00F0
11440,37.5399345,126.947078,___,FC00F0
11440,37.5502989,126.9332716,___,FC00F0
11440,37.5429345,126.9494167,___,FC00F0
11440,37.5495342,126.9148474,___,FC00F0
11440,37.5501367,126.9154364,___,FC00F0
11440,37.5524332,126.9568367,___,FC00F0
11440,37.5647939,126.9118698,___,FC00F0
11440,37.5543071,126.9197711,___,FC00F0
11440,37.5512669,126.9561908,___,FC00F0
11545,37.4645123,126.9026856,___,EA2A0C
11545,37.4646239,126.8980816,___,EA2A0C
11545,37.471642,126.8986059,___,EA2A0C
11545,37.4800109,126.9061597,___,EA2A0C
11545,37.4796718,126.9043144,___,EA2A0C
11545,37.4777216,126.8993263,___,EA2A0C
11545,37.4428534,126.9014109,___,EA2A0C
11545,37.4517356,126.9082511,___,EA2A0C
11560,37.5316836,126.9063041,____,1E6CD6
11560,37.5207286,126.9030761,____,1E6CD6
11560,37.5214479,126.8982313,____,1E6CD6
11560,37.5293507,126.8986214,____,1E6CD6
11560,37.5295717,126.8988079,____,1E6CD6
11560,37.5010777,126.8984134,____,1E6CD6
11560,37.5019234,126.8992041,____,1E6CD6
11560,37.5009938,126.8990718,____,1E6CD6
11650,37.4869881,126.993714,___,16F22D
11560,37.5285398,126.9012358,____,1E6CD6
11560,37.5068977,126.8948558,____,1E6CD6
11560,37.5012578,126.8992618,____,1E6CD6
11440,37.5705756,126.9031706,___,FC00F0
11440,37.5543304,126.9242439,___,FC00F0
11440,37.5618695,126.8962488,___,FC00F0
11560,37.4980675,126.8982275,____,1E6CD6
11560,37.4989773,126.8964391,____,1E6CD6
11560,37.4968711,126.8946563,____,1E6CD6
11560,37.5113215,126.9097625,____,1E6CD6
11560,37.5000202,126.8969012,____,1E6CD6
11650,37.4986967,126.9955053,___,16F22D
11560,37.5025047,126.8962531,____,1E6CD6
11560,37.5022913,126.8964418,____,1E6CD6
11440,37.563136,126.8984057,___,FC00F0
11560,37.4876264,126.9048059,____,1E6CD6
11560,37.4873643,126.9046112,____,1E6CD6
11560,37.5100129,126.8983482,____,1E6CD6
11560,37.5085063,126.8955161,____,1E6CD6
11560,37.5120094,126.8969517,____,1E6CD6
11560,37.5110216,126.8925868,____,1E6CD6
11560,37.5129853,126.8928676,____,1E6CD6
11560,37.5132746,126.9004381,____,1E6CD6
11560,37.5141457,126.8962303,____,1E6CD6
11560,37.5180768,126.8959955,____,1E6CD6
11560,37.5205714,126.8899075,____,1E6CD6
11560,37.5195836,126.8974342,____,1E6CD6
11560,37.5168678,126.8873929,____,1E6CD6
11560,37.5178467,126.8837312,____,1E6CD6
11560,37.5174172,126.8838267,____,1E6CD6
11560,37.518943,126.8844467,____,1E6CD6
11560,37.5181931,126.8833145,____,1E6CD6
11560,37.5192952,126.8882994,____,1E6CD6
11560,37.516,126.9219734,____,1E6CD6
11560,37.515499,126.9177053,____,1E6CD6
11560,37.5141955,126.9179158,____,1E6CD6
11560,37.5050034,126.9103522,____,1E6CD6
11560,37.5166704,126.8833294,____,1E6CD6
11560,37.5133708,126.9209677,____,1E6CD6
11560,37.506068,126.9106404,____,1E6CD6
11560,37.5081244,126.9051041,____,1E6CD6
11560,37.519794,126.8909723,____,1E6CD6
11560,37.504255,126.9025833,____,1E6CD6
11560,37.510065,126.9109359,____,1E6CD6
11560,37.5059476,126.9114025,____,1E6CD6
11440,37.5680996,126.8920159,___,FC00F0
11560,37.5007565,126.9087833,____,1E6CD6
11560,37.4978823,126.9078711,____,1E6CD6
11560,37.497685,126.9184839,____,1E6CD6
11560,37.4978545,126.9170894,____,1E6CD6
11560,37.5001257,126.918798,____,1E6CD6
11530,37.5050483,126.8582137,___,16EDF2
11530,37.4947011,126.8155766,___,16EDF2
11380,37.4923583,126.8444726,___,16F277
11545,37.4522628,126.9018869,___,EA2A0C
11530,37.5020797,126.8691049,___,16EDF2
11530,37.4846171,126.8925054,___,16EDF2
11545,37.4520648,126.9020077,___,EA2A0C
11545,37.4525235,126.9018335,___,EA2A0C
11545,37.4514078,126.9023056,___,EA2A0C
11470,37.5310942,126.8802074,___,6323DB
11530,37.5063294,126.8920844,___,16EDF2
11530,37.4803164,126.8936742,___,16EDF2
11545,37.4693556,126.896946,___,EA2A0C
11545,37.4750483,126.8866122,___,EA2A0C
11560,37.5260449,126.9083449,____,1E6CD6
11560,37.5328848,126.9044882,____,1E6CD6
11560,37.5347031,126.9030418,____,1E6CD6
11560,37.4967759,126.898822,____,1E6CD6
11620,37.4848584,126.9302139,___,E616F2
11680,37.5174582,127.0496787,___,F7071C
11680,37.5205347,127.0593744,___,F7071C
11680,37.4653968,127.1092832,___,F7071C
11680,37.4850308,127.0913557,___,F7071C
11680,37.5282826,127.0378378,___,F7071C
11560,37.5012923,126.8974129,____,1E6CD6
11680,37.5280085,127.0388729,___,F7071C
11680,37.5256631,127.0393222,___,F7071C
11680,37.5329867,127.028022,___,F7071C
11680,37.5248395,127.0197189,___,F7071C
11710,37.5125014,127.119873,___,DB3323
11620,37.4800635,126.9568079,___,E616F2
11110,37.5617666,126.9996164,___,A65AFF
11110,37.5615355,126.9990465,___,A65AFF
11110,37.5672894,126.9789866,___,A65AFF
11110,37.5584579,126.9789992,___,A65AFF
11110,37.5637435,126.9788974,___,A65AFF
11110,37.5616367,126.9859825,___,A65AFF
11110,37.5587401,126.9809347,___,A65AFF
11110,37.5605122,126.9809812,___,A65AFF
11110,37.5533758,126.9639907,___,A65AFF
11110,37.5640291,126.9986381,___,A65AFF
11110,37.5592114,126.9808752,___,A65AFF
11110,37.5665826,127.0063945,___,A65AFF
11110,37.5654091,127.0020639,___,A65AFF
11110,37.5609858,126.9826212,___,A65AFF
11110,37.5615445,126.9874794,___,A65AFF
11110,37.5647701,126.976649,___,A65AFF
11110,37.559739,126.9894982,___,A65AFF
11110,37.5653325,127.013792,___,A65AFF
11110,37.5619073,127.0066399,___,A65AFF
11110,37.5648852,127.0247217,___,A65AFF
11380,37.6005212,126.9260219,___,16F277
11380,37.5941779,126.9178245,___,16F277
11380,37.6068189,126.9152172,___,16F277
11380,37.6012346,126.927354,___,16F277
11380,37.5932015,126.9206765,___,16F277
11500,37.5780305,126.8129493,___,A816F2
11500,37.5601848,126.8261465,___,A816F2
11500,37.5586604,126.8375524,___,A816F2
11500,37.5413046,126.8407634,___,A816F2
11500,37.5318473,126.8466587,___,A816F2
11470,37.5262082,126.864705,___,6323DB
11560,37.5242487,126.8951987,____,1E6CD6
11470,37.5249789,126.8558237,___,6323DB
11560,37.522781,126.9047709,____,1E6CD6
11560,37.5175923,126.9154763,____,1E6CD6
11680,37.4870356,127.0469502,___,F7071C
11560,37.5271391,126.932977,____,1E6CD6
11440,37.5448288,126.9515853,___,FC00F0
11440,37.5534233,126.9566521,___,FC00F0
11440,37.5573946,126.9558503,___,FC00F0
11710,37.5150928,127.099738,___,DB3323
11710,37.5157715,127.1055031,___,DB3323
11710,37.5145722,127.1025196,___,DB3323
11710,37.4982686,127.1260669,___,DB3323
11710,37.4967408,127.1222976,___,DB3323
11710,37.5134568,127.1078495,___,DB3323
11710,37.5114759,127.0808183,___,DB3323
11710,37.5086465,127.1145588,___,DB3323
11710,37.5079437,127.1299814,___,DB3323
11710,37.5072154,127.1299496,___,DB3323
11710,37.5095059,127.1201794,___,DB3323
11710,37.5105103,127.079058,___,DB3323
11710,37.5091137,127.0802357,___,DB3323
11710,37.515227,127.0994027,___,DB3323
11590,37.4765762,126.9809255,___,34EA0C
11620,37.4770855,126.9633718,___,E616F2
11620,37.482578,126.9414512,___,E616F2
11620,37.484217,126.929776,___,E616F2
11530,37.4852049,126.9018142,___,16EDF2
11530,37.5094749,126.8908198,___,16EDF2
11560,37.5287582,126.923448,____,1E6CD6
11560,37.5283166,126.9226204,____,1E6CD6
11560,37.529634,126.9204362,____,1E6CD6
11560,37.5291498,126.9190092,____,1E6CD6
11710,37.5069088,127.1328287,___,DB3323
11710,37.5116469,127.126585,___,DB3323
11560,37.5282117,126.9164764,____,1E6CD6
11560,37.5278118,126.9169533,____,1E6CD6
11560,37.5259632,126.918682,____,1E6CD6
11560,37.5273916,126.9167314,____,1E6CD6
11620,37.4811897,126.9526319,___,E616F2
11560,37.5275646,126.9165556,____,1E6CD6
11560,37.5271627,126.9168349,____,1E6CD6
11560,37.5267303,126.9172537,____,1E6CD6
11560,37.5265816,126.9182615,____,1E6CD6
11560,37.5266598,126.9165067,____,1E6CD6
11560,37.5274801,126.9302647,____,1E6CD6
11560,37.526205,126.9311024,____,1E6CD6
11560,37.5260169,126.9307809,____,1E6CD6
11560,37.5248331,126.9240935,____,1E6CD6
11560,37.5245308,126.9236671,____,1E6CD6
11560,37.5239911,126.9228761,____,1E6CD6
11560,37.5233406,126.9234735,____,1E6CD6
11560,37.5235802,126.9238462,____,1E6CD6
11560,37.5246834,126.9269131,____,1E6CD6
11560,37.5248878,126.9273403,____,1E6CD6
11560,37.5283986,126.9076805,____,1E6CD6
11560,37.5301515,126.9070882,____,1E6CD6
11560,37.5288398,126.9081213,____,1E6CD6
11560,37.528016,126.9086925,____,1E6CD6
11560,37.5205483,126.899278,____,1E6CD6
11560,37.5206814,126.8963371,____,1E6CD6
11350,37.6450471,127.0641369,___,C5F216
11740,37.5327624,127.1216548,___,3616F2
11740,37.5242709,127.1286612,___,3616F2
11740,37.5238129,127.1319778,___,3616F2
11740,37.5236109,127.1342064,___,3616F2
11740,37.553923,127.1439486,___,3616F2
11740,37.553467,127.1439573,___,3616F2
11740,37.5543338,127.1440972,___,3616F2
11740,37.5499058,127.1300457,___,3616F2
11740,37.5507234,127.1293665,___,3616F2
11740,37.550541,127.1262139,___,3616F2
11560,37.5253306,126.9007563,____,1E6CD6
11560,37.5258166,126.9023572,____,1E6CD6
11560,37.524536,126.8951207,____,1E6CD6
11560,37.5270758,126.8958341,____,1E6CD6
11560,37.525276,126.8946777,____,1E6CD6
11560,37.524894,126.8980552,____,1E6CD6
11650,37.4851173,127.0162219,___,16F22D
11560,37.5264426,126.8974111,____,1E6CD6
11560,37.5214628,126.9010357,____,1E6CD6
11560,37.5273476,126.9028348,____,1E6CD6
11560,37.5291647,126.9023365,____,1E6CD6
11560,37.5302577,126.899308,____,1E6CD6
11560,37.5314201,126.8975211,____,1E6CD6
11530,37.5142923,126.8827209,___,16EDF2
11560,37.5126731,126.8657916,____,1E6CD6
11560,37.5292106,126.8952779,____,1E6CD6
11110,37.563148,126.9743562,___,A65AFF
11560,37.5381091,126.8933035,____,1E6CD6
11110,37.5662993,126.991677,___,A65AFF
11110,37.5666243,126.9973495,___,A65AFF
11110,37.5659651,126.9827876,___,A65AFF
11560,37.5223849,126.8961381,____,1E6CD6
11560,37.5345284,126.901861,____,1E6CD6
11560,37.5351993,126.9025268,____,1E6CD6
11560,37.5357588,126.9026374,____,1E6CD6
11440,37.5635404,126.892957,___,FC00F0
11560,37.5359706,126.9024028,____,1E6CD6
11560,37.5347305,126.9014395,____,1E6CD6
11560,37.534356,126.9056961,____,1E6CD6
11560,37.4893194,126.9060781,____,1E6CD6
11560,37.4932555,126.9039671,____,1E6CD6
11560,37.4946468,126.904316,____,1E6CD6
11560,37.5344758,126.8985905,____,1E6CD6
11440,37.564778,126.8960859,___,FC00F0
11560,37.4949242,126.9080273,____,1E6CD6
11560,37.4937149,126.9054817,____,1E6CD6
11560,37.4930322,126.9082086,____,1E6CD6
11560,37.4913853,126.9076572,____,1E6CD6
11560,37.4912646,126.8978227,____,1E6CD6
11560,37.4915359,126.8996313,____,1E6CD6
11560,37.4936348,126.8984827,____,1E6CD6
11560,37.4937744,126.8987041,____,1E6CD6
11560,37.4942041,126.8993345,____,1E6CD6
11560,37.4943064,126.8995173,____,1E6CD6
11560,37.4875167,126.9033644,____,1E6CD6
11560,37.4856866,126.9029328,____,1E6CD6
11560,37.4926756,126.8959075,____,1E6CD6
11560,37.4866011,126.9013158,____,1E6CD6
11560,37.5056373,126.8956435,____,1E6CD6
11560,37.5024963,126.8969129,____,1E6CD6
11740,37.5359992,127.131978,___,3616F2
11350,37.6363867,127.0680617,___,C5F216
11350,37.6645689,127.0577699,___,C5F216
11350,37.6777136,127.0553064,___,C5F216
11320,37.679836,127.0456361,___,F2B416
11320,37.6680169,127.0442644,___,F2B416
11440,37.5570381,126.9239985,___,FC00F0
11560,37.5243029,126.923309,____,1E6CD6
11560,37.5231991,126.9259776,____,1E6CD6
11560,37.5237906,126.9268611,____,1E6CD6
11560,37.522874,126.9247658,____,1E6CD6
11560,37.5227236,126.9249389,____,1E6CD6
11590,37.4777744,126.9812319,___,34EA0C
11560,37.5230955,126.9255877,____,1E6CD6
11560,37.5229968,126.9213704,____,1E6CD6
11560,37.5215562,126.9227509,____,1E6CD6
11560,37.5226513,126.9218607,____,1E6CD6
11560,37.5222716,126.9201942,____,1E6CD6
11560,37.5215808,126.9191464,____,1E6CD6
11560,37.5226847,126.9295652,____,1E6CD6
11560,37.5220046,126.9284935,____,1E6CD6
11560,37.5246827,126.9275311,____,1E6CD6
11560,37.52363,126.9264755,____,1E6CD6
11560,37.5218233,126.9296727,____,1E6CD6
11560,37.5222672,126.9297233,____,1E6CD6
11560,37.5214121,126.9285244,____,1E6CD6
11560,37.5212559,126.9287373,____,1E6CD6
11560,37.5216437,126.9293398,____,1E6CD6
11560,37.5218299,126.9259041,____,1E6CD6
11560,37.5208954,126.9255561,____,1E6CD6
11560,37.5213725,126.9260246,____,1E6CD6
11560,37.5201605,126.9265582,____,1E6CD6
11560,37.520742,126.9269382,____,1E6CD6
11560,37.5208326,126.9279872,____,1E6CD6
11560,37.5202208,126.9272148,____,1E6CD6
11560,37.5210219,126.934259,____,1E6CD6
11560,37.5214748,126.9306587,____,1E6CD6
11560,37.5198176,126.9312071,____,1E6CD6
11560,37.5208277,126.9312843,____,1E6CD6
11560,37.520059,126.9307953,____,1E6CD6
11560,37.5196028,126.9311348,____,1E6CD6
11560,37.5219097,126.9270857,____,1E6CD6
11560,37.5203434,126.9275463,____,1E6CD6
11560,37.5193087,126.9314434,____,1E6CD6
11560,37.5222102,126.9287869,____,1E6CD6
11560,37.5216749,126.9266638,____,1E6CD6
11560,37.5214554,126.9249497,____,1E6CD6
11560,37.5202508,126.929532,____,1E6CD6
11560,37.5205353,126.9295011,____,1E6CD6
11560,37.5209866,126.9300552,____,1E6CD6
11560,37.5196081,126.930081,____,1E6CD6
11560,37.5195222,126.9305207,____,1E6CD6
11560,37.51942,126.9303248,____,1E6CD6
11560,37.5191882,126.9308697,____,1E6CD6
11560,37.5189597,126.9308221,____,1E6CD6
11560,37.5209139,126.9239329,____,1E6CD6
11560,37.5201681,126.9319063,____,1E6CD6
11560,37.5205709,126.9304703,____,1E6CD6
11560,37.5204284,126.9303274,____,1E6CD6
11560,37.5194287,126.9275293,____,1E6CD6
11560,37.5198571,126.9278527,____,1E6CD6
11560,37.5202978,126.9284983,____,1E6CD6
11560,37.5198571,126.9291397,____,1E6CD6
11560,37.5189702,126.9276079,____,1E6CD6
11560,37.5196327,126.929024,____,1E6CD6
11560,37.5187987,126.9277609,____,1E6CD6
11560,37.5195101,126.9284335,____,1E6CD6
11560,37.5205329,126.9346273,____,1E6CD6
11560,37.5174502,126.9270271,____,1E6CD6
11560,37.5194258,126.9329111,____,1E6CD6
11560,37.5188618,126.931957,____,1E6CD6
11560,37.5193518,126.9386397,____,1E6CD6
11560,37.5323487,126.9243582,____,1E6CD6
11560,37.5213479,126.9426811,____,1E6CD6
11710,37.5067526,127.108975,___,DB3323
11710,37.5072062,127.0912669,___,DB3323
11710,37.49914,127.1153202,___,DB3323
11710,37.5028504,127.0921592,___,DB3323
11710,37.5156571,127.1082745,___,DB3323
11710,37.5077778,127.1100286,___,DB3323
